array,address_hex,address_decimal,word_hex,word_binary
DATA_ARRAY_1,0x11,17,0xA4FBDBE0,10100100111110111101101111100000
DATA_ARRAY_1,0x12,18,0xA003CF37,10100000000000111100111100110111
DATA_ARRAY_1,0x13,19,0xF8F400BB,11111000111101000000000010111011
DATA_ARRAY_1,0x14,20,0x040BC730,00000100000010111100011100110000
DATA_ARRAY_1,0x15,21,0x7D00B0B6,01111101000000001011000010110110
DATA_ARRAY_1,0x16,22,0xCBFB47BB,11001011111110110100011110111011
DATA_ARRAY_1,0x17,23,0x27B6B774,00100111101101101011011101110100
DATA_ARRAY_1,0x18,24,0x08BCE2F4,00001000101111001110001011110100
DATA_ARRAY_1,0x19,25,0x02C487AF,00000010110001001000011110101111
DATA_ARRAY_1,0x1A,26,0xD7005A30,11010111000000000101101000110000
DATA_ARRAY_1,0x1B,27,0x0CE0D00B,00001100111000001101000000001011
DATA_ARRAY_1,0x1C,28,0x5032B673,01010000001100101011011001110011
DATA_ARRAY_1,0x1D,29,0x8808B27A,10001000000010001011001001111010
DATA_ARRAY_1,0x1E,30,0x41484FF0,01000001010010000100111111110000
DATA_ARRAY_1,0x1F,31,0xC774442B,11000111011101000100010000101011
DATA_ARRAY_1,0x20,32,0xFF88D000,11111111100010001101000000000000
DATA_ARRAY_1,0x21,33,0x00E4700B,00000000111001000111000000001011
DATA_ARRAY_1,0x22,34,0x18A00038,00011000101000000000000000111000
DATA_ARRAY_1,0x23,35,0xC30F4880,11000011000011110100100010000000
DATA_ARRAY_1,0x24,36,0x80C24B00,10000000110000100100101100000000
DATA_ARRAY_1,0x25,37,0xC0400080,11000000010000000000000010000000
DATA_ARRAY_1,0x26,38,0x3707BF70,00110111000001111011111101110000
DATA_ARRAY_1,0x27,39,0x8FD00088,10001111110100000000000010001000
DATA_ARRAY_1,0x28,40,0x668F0F40,01100110100011110000111101000000
DATA_ARRAY_1,0x29,41,0xC000B000,11000000000000001011000000000000
DATA_ARRAY_1,0x2A,42,0x0B80FF00,00001011100000001111111100000000
DATA_ARRAY_1,0x2B,43,0x00082070,00000000000010000010000001110000
DATA_ARRAY_1,0x2C,44,0xCF080800,11001111000010000000100000000000
DATA_ARRAY_1,0x2D,45,0x30FF00F8,00110000111111110000000011111000
DATA_ARRAY_1,0x2E,46,0x7F008077,01111111000000001000000001110111
DATA_ARRAY_1,0x2F,47,0x0080C040,00000000100000001100000001000000
DATA_ARRAY_1,0x30,48,0x0840F03E,00001000010000001111000000111110
DATA_ARRAY_1,0x31,49,0x08FF6000,00001000111111110110000000000000
DATA_ARRAY_1,0x32,50,0x02408887,00000010010000001000100010000111
DATA_ARRAY_1,0x33,51,0x0000F800,00000000000000001111100000000000
DATA_ARRAY_1,0x34,52,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x35,53,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x36,54,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x37,55,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x38,56,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x39,57,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x3A,58,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x3B,59,0x33330000,00110011001100110000000000000000
DATA_ARRAY_1,0x3C,60,0x00303032,00000000001100000011000000110010
DATA_ARRAY_1,0x3D,61,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x3E,62,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x3F,63,0x4CCC0000,01001100110011000000000000000000
DATA_ARRAY_1,0x40,64,0x000C0C0C,00000000000011000000110000001100
DATA_ARRAY_1,0x41,65,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x42,66,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x43,67,0x0F330000,00001111001100110000000000000000
DATA_ARRAY_1,0x44,68,0x000000CF,00000000000000000000000011001111
DATA_ARRAY_1,0x45,69,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x46,70,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x47,71,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x48,72,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x49,73,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4A,74,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4B,75,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4C,76,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4D,77,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4E,78,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x4F,79,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x50,80,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x51,81,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x52,82,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x53,83,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x54,84,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x55,85,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x56,86,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x57,87,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x58,88,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x59,89,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x5A,90,0x00000000,00000000000000000000000000000000
