array,address_hex,address_decimal,word_hex,word_binary
CFG_ARRAY_1,0x8A,138,0x080880F0,00001000000010001000000011110000
CFG_ARRAY_1,0x8C,140,0x00A04F0D,00000000101000000100111100001101
CFG_ARRAY_1,0x8E,142,0x804F0F07,10000000010011110000111100000111
CFG_ARRAY_1,0x90,144,0xF08B84B0,11110000100010111000010010110000
CFG_ARRAY_1,0x92,146,0x002850F0,00000000001010000101000011110000
CFG_ARRAY_1,0x94,148,0x000FB000,00000000000011111011000000000000
CFG_ARRAY_1,0x96,150,0x2FF0FEA0,00101111111100001111111010100000
CFG_ARRAY_1,0x98,152,0x0F000000,00001111000000000000000000000000
CFG_ARRAY_1,0x9A,154,0x8080F08F,10000000100000001111000010001111
CFG_ARRAY_1,0x9C,156,0xF008FF04,11110000000010001111111100000100
CFG_ARRAY_1,0x9E,158,0x0E087FF8,00001110000010000111111111111000
CFG_ARRAY_1,0xA0,160,0x4700FC8C,01000111000000001111110010001100
CFG_ARRAY_1,0xA2,162,0x8F000800,10001111000000000000100000000000
CFG_ARRAY_1,0xA4,164,0x00D44FF3,00000000110101000100111111110011
CFG_ARRAY_1,0xA6,166,0xA870008F,10101000011100000000000010001111
CFG_ARRAY_1,0xA8,168,0x088F8000,00001000100011111000000000000000
CFG_ARRAY_1,0xAA,170,0x08008450,00001000000000001000010001010000
CFG_ARRAY_1,0xAC,172,0x0878FF08,00001000011110001111111100001000
CFG_ARRAY_1,0xAE,174,0x70FCF787,01110000111111001111011110000111
CFG_ARRAY_1,0xB0,176,0x800000C0,10000000000000000000000011000000
CFG_ARRAY_1,0xB2,178,0xC50F00B8,11000101000011110000000010111000
CFG_ARRAY_1,0xB4,180,0x80083000,10000000000010000011000000000000
CFG_ARRAY_1,0xB6,182,0x4F40F0B0,01001111010000001111000010110000
CFG_ARRAY_1,0xB8,184,0x88047F48,10001000000001000111111101001000
CFG_ARRAY_1,0xBA,186,0xAF800080,10101111100000000000000010000000
CFG_ARRAY_1,0xBC,188,0x8C4FFA00,10001100010011111111101000000000
CFG_ARRAY_1,0xBE,190,0x700083B8,01110000000000001000001110111000
CFG_ARRAY_1,0xC0,192,0xC087F440,11000000100001111111010001000000
CFG_ARRAY_1,0xC2,194,0x087800AC,00001000011110000000000010101100
CFG_ARRAY_1,0xC4,196,0x0CF8E000,00001100111110001110000000000000
CFG_ARRAY_1,0xC6,198,0x0F00F0F3,00001111000000001111000011110011
CFG_ARRAY_1,0xC8,200,0xF40FF0CF,11110100000011111111000011001111
CFG_ARRAY_1,0xCA,202,0xC4B60058,11000100101101100000000001011000
CFG_ARRAY_1,0xCC,204,0x04F2C88C,00000100111100101100100010001100
CFG_ARRAY_1,0xCE,206,0x8CB8F020,10001100101110001111000000100000
CFG_ARRAY_1,0xD0,208,0x3FF04EA0,00111111111100000100111010100000
CFG_ARRAY_1,0xD2,210,0x8F187F0B,10001111000110000111111100001011
CFG_ARRAY_1,0xD4,212,0x50B87A43,01010000101110000111101001000011
CFG_ARRAY_1,0xD6,214,0xF8884402,11111000100010000100010000000010
CFG_ARRAY_1,0xD8,216,0x81806FC7,10000001100000000110111111000111
CFG_ARRAY_1,0xDA,218,0xB4EC0F4F,10110100111011000000111101001111
CFG_ARRAY_1,0xDC,220,0x7B783F00,01111011011110000011111100000000
CFG_ARRAY_1,0xDE,222,0xF08C0FBC,11110000100011000000111110111100
CFG_ARRAY_1,0xE0,224,0x4FA00F34,01001111101000000000111100110100
CFG_ARRAY_1,0xE2,226,0x7BBA7784,01111011101110100111011110000100
CFG_ARRAY_1,0xE4,228,0x47B480A0,01000111101101001000000010100000
CFG_ARRAY_1,0xE6,230,0xB77F7B7B,10110111011111110111101101111011
CFG_ARRAY_1,0xE8,232,0xEF2BDC8F,11101111001010111101110010001111
CFG_ARRAY_1,0xEA,234,0xC734FB63,11000111001101001111101101100011
CFG_ARRAY_1,0xEC,236,0x6300F44F,01100011000000001111010001001111
CFG_ARRAY_1,0xEE,238,0x4004C00F,01000000000001001100000000001111
